global_idx,fold,frame_idx_in_fold,sample_id,case,label,image_path,pc1,pc2
37,fold_1,37,37,case10,positive,Sun_Multimodal/Train/case10_img_038.jpg,1.4898511080556636,0.8606327557330811
38,fold_1,38,38,case10,positive,Sun_Multimodal/Train/case10_img_039.jpg,1.3888055660601573,1.27916956306667
39,fold_1,39,39,case10,positive,Sun_Multimodal/Train/case10_img_040.jpg,1.486137071007868,0.8843095204911422
40,fold_1,40,40,case10,positive,Sun_Multimodal/Train/case10_img_041.jpg,1.458870857076149,1.0181056707563099
41,fold_1,41,41,case10,positive,Sun_Multimodal/Train/case10_img_042.jpg,1.5119416755910315,1.2124646214848696
42,fold_1,42,42,case10,positive,Sun_Multimodal/Train/case10_img_043.jpg,1.4398853156637916,0.4739738901544732
43,fold_1,43,43,case10,positive,Sun_Multimodal/Train/case10_img_044.jpg,0.8467228644561156,0.2736460525979081
44,fold_1,44,44,case10,positive,Sun_Multimodal/Train/case10_img_045.jpg,1.3906491796680835,0.9511109412144586
45,fold_1,45,45,case10,positive,Sun_Multimodal/Train/case10_img_046.jpg,1.0058833121614945,0.40805024101094056
46,fold_1,46,46,case10,positive,Sun_Multimodal/Train/case10_img_047.jpg,1.1972914518065976,0.7608770871848847
47,fold_1,47,47,case10,positive,Sun_Multimodal/Train/case10_img_048.jpg,1.1152247094881098,1.0641974260281348
48,fold_1,48,48,case10,positive,Sun_Multimodal/Train/case10_img_049.jpg,1.2242162861664236,1.0220250632740904
49,fold_1,49,49,case10,positive,Sun_Multimodal/Train/case10_img_050.jpg,1.3485093556455163,0.9491030178627079
50,fold_1,50,50,case10,positive,Sun_Multimodal/Train/case10_img_051.jpg,1.3996122669103246,0.9750166657995001
51,fold_1,51,51,case10,positive,Sun_Multimodal/Train/case10_img_052.jpg,1.381432023189016,1.143000615724767
52,fold_1,52,52,case10,positive,Sun_Multimodal/Train/case10_img_053.jpg,1.3742199427182908,1.248393431530888
53,fold_1,53,53,case10,positive,Sun_Multimodal/Train/case10_img_054.jpg,1.305124094956194,1.3838480601789538
54,fold_1,54,54,case10,positive,Sun_Multimodal/Train/case10_img_055.jpg,1.4441395334504177,1.4116268671837544
55,fold_1,55,55,case10,positive,Sun_Multimodal/Train/case10_img_056.jpg,1.4720667474714284,1.329019172529523
56,fold_1,56,56,case10,positive,Sun_Multimodal/Train/case10_img_057.jpg,1.3886728409844602,1.3330481054865677
57,fold_1,57,57,case10,positive,Sun_Multimodal/Train/case10_img_058.jpg,0.5429502904004222,0.9397086656934962
58,fold_1,58,58,case10,positive,Sun_Multimodal/Train/case10_img_059.jpg,1.7091463948102301,1.2281901196344247
59,fold_1,59,59,case10,positive,Sun_Multimodal/Train/case10_img_060.jpg,1.181618049365868,0.6450980754126485
60,fold_1,60,60,case10,positive,Sun_Multimodal/Train/case10_img_061.jpg,0.171327931684375,-0.38635455404025354
61,fold_1,61,61,case10,positive,Sun_Multimodal/Train/case10_img_062.jpg,1.5377091357889692,1.1775779095168415
62,fold_1,62,62,case10,positive,Sun_Multimodal/Train/case10_img_063.jpg,1.6521976890422139,1.5043831771419929
63,fold_1,63,63,case10,positive,Sun_Multimodal/Train/case10_img_064.jpg,1.3296247676363213,1.1881018440866717
64,fold_1,64,64,case10,positive,Sun_Multimodal/Train/case10_img_065.jpg,1.6377520761093847,1.5582526179025031
65,fold_1,65,65,case10,positive,Sun_Multimodal/Train/case10_img_066.jpg,1.8148714571866653,1.4808446845443781
66,fold_1,66,66,case10,positive,Sun_Multimodal/Train/case10_img_067.jpg,1.9272411227245911,1.2336323225338592
67,fold_1,67,67,case10,positive,Sun_Multimodal/Train/case10_img_068.jpg,1.8276476372697557,1.4175837398367315
68,fold_1,68,68,case10,positive,Sun_Multimodal/Train/case10_img_069.jpg,1.8700505678474342,1.3616756767400142
69,fold_1,69,69,case10,positive,Sun_Multimodal/Train/case10_img_070.jpg,1.9465870313364901,1.3130321646471321
70,fold_1,70,70,case10,positive,Sun_Multimodal/Train/case10_img_071.jpg,1.772830934004489,1.0136107457096426
71,fold_1,71,71,case10,positive,Sun_Multimodal/Train/case10_img_072.jpg,1.7591920267398906,1.5013894698888175
72,fold_1,72,72,case10,positive,Sun_Multimodal/Train/case10_img_073.jpg,1.826196180023387,1.1115958976859985
73,fold_1,73,73,case10,positive,Sun_Multimodal/Train/case10_img_074.jpg,1.9946194014087506,1.1993910808625503
74,fold_1,74,74,case10,positive,Sun_Multimodal/Train/case10_img_075.jpg,2.0550601271522426,1.2372093850065995
75,fold_1,75,75,case10,positive,Sun_Multimodal/Train/case10_img_076.jpg,0.19874098924181594,0.06683669372420598
76,fold_1,76,152,case12,positive,Sun_Multimodal/Train/case12_img_001.jpg,1.2273805452422877,0.13270354225233927
77,fold_1,77,153,case12,positive,Sun_Multimodal/Train/case12_img_002.jpg,1.586264459911235,-0.22786718229176506
78,fold_1,78,154,case12,positive,Sun_Multimodal/Train/case12_img_003.jpg,0.7893240211668593,-0.48462804877086274
79,fold_1,79,155,case12,positive,Sun_Multimodal/Train/case12_img_004.jpg,1.6858583050721594,-0.12162131409039345
80,fold_1,80,156,case12,positive,Sun_Multimodal/Train/case12_img_005.jpg,1.7911284188684171,0.4455190609812525
81,fold_1,81,157,case12,positive,Sun_Multimodal/Train/case12_img_006.jpg,1.4820059311268572,0.14300919917078359
82,fold_1,82,158,case12,positive,Sun_Multimodal/Train/case12_img_007.jpg,0.8625136694018791,-0.20536226380689193
83,fold_1,83,159,case12,positive,Sun_Multimodal/Train/case12_img_008.jpg,1.9182141436843028,0.7748265833643084
84,fold_1,84,160,case12,positive,Sun_Multimodal/Train/case12_img_009.jpg,2.027605381296625,0.7226254779799857
85,fold_1,85,161,case12,positive,Sun_Multimodal/Train/case12_img_010.jpg,1.793753672162291,0.8071602037407606
86,fold_1,86,162,case12,positive,Sun_Multimodal/Train/case12_img_011.jpg,1.8511152247976572,0.7258118590764608
87,fold_1,87,163,case12,positive,Sun_Multimodal/Train/case12_img_012.jpg,1.871261487531189,0.7250783067137943
88,fold_1,88,164,case12,positive,Sun_Multimodal/Train/case12_img_013.jpg,1.900362391409921,0.5895471839695754
89,fold_1,89,165,case12,positive,Sun_Multimodal/Train/case12_img_014.jpg,1.981552755225967,0.558865102314096
90,fold_1,90,166,case12,positive,Sun_Multimodal/Train/case12_img_015.jpg,2.16490041632974,0.5845978571846313
91,fold_1,91,167,case12,positive,Sun_Multimodal/Train/case12_img_016.jpg,1.9221342528581016,0.6764400907936059
92,fold_1,92,168,case12,positive,Sun_Multimodal/Train/case12_img_017.jpg,1.4567378400216524,1.3115152615188643
93,fold_1,93,169,case12,positive,Sun_Multimodal/Train/case12_img_018.jpg,1.902773499111859,0.42762345334295326
94,fold_1,94,170,case12,positive,Sun_Multimodal/Train/case12_img_019.jpg,2.0373383015373516,0.26483175136838333
95,fold_1,95,171,case12,positive,Sun_Multimodal/Train/case12_img_020.jpg,0.6242374896134997,-1.2299359222164337
96,fold_1,96,172,case12,positive,Sun_Multimodal/Train/case12_img_021.jpg,1.698903899027956,0.16285892664040702
97,fold_1,97,173,case12,positive,Sun_Multimodal/Train/case12_img_022.jpg,1.9132004870587747,0.01810593760721657
98,fold_1,98,174,case12,positive,Sun_Multimodal/Train/case12_img_023.jpg,2.069111187774321,0.4876368921157932
99,fold_1,99,175,case12,positive,Sun_Multimodal/Train/case12_img_024.jpg,2.064849445909066,0.6723655503868291
100,fold_1,100,176,case12,positive,Sun_Multimodal/Train/case12_img_025.jpg,1.9695471349381564,0.4885631820013989
101,fold_1,101,177,case12,positive,Sun_Multimodal/Train/case12_img_026.jpg,1.9959009742205505,0.5324386939569794
102,fold_1,102,178,case12,positive,Sun_Multimodal/Train/case12_img_027.jpg,2.0279117446944896,0.5425248360815091
103,fold_1,103,179,case12,positive,Sun_Multimodal/Train/case12_img_028.jpg,1.8097579950535099,0.21290560683842763
104,fold_1,104,180,case12,positive,Sun_Multimodal/Train/case12_img_029.jpg,1.7295319268679987,0.26945118833298354
105,fold_1,105,181,case12,positive,Sun_Multimodal/Train/case12_img_030.jpg,1.967578358856935,0.5297845330123074
106,fold_1,106,182,case12,positive,Sun_Multimodal/Train/case12_img_031.jpg,1.6536537410154104,-0.25216142812117504
107,fold_1,107,183,case12,positive,Sun_Multimodal/Train/case12_img_032.jpg,-0.43709253758814626,-0.7349745656725402
108,fold_1,108,184,case12,positive,Sun_Multimodal/Train/case12_img_033.jpg,2.097046775992361,0.542759400149224
109,fold_1,109,185,case12,positive,Sun_Multimodal/Train/case12_img_034.jpg,1.911655901824689,0.7041862032912474
110,fold_1,110,186,case12,positive,Sun_Multimodal/Train/case12_img_035.jpg,1.8182408154806946,0.9705467059536605
111,fold_1,111,187,case12,positive,Sun_Multimodal/Train/case12_img_036.jpg,1.929586868968632,-0.16540111792183243
112,fold_1,112,188,case12,positive,Sun_Multimodal/Train/case12_img_037.jpg,1.0682989762501987,-0.6312167233134343
113,fold_1,113,189,case12,positive,Sun_Multimodal/Train/case12_img_038.jpg,1.3679401381635226,-0.17887389032978263
114,fold_1,114,190,case12,positive,Sun_Multimodal/Train/case12_img_039.jpg,0.1819479664646333,0.7096779458929208
115,fold_1,115,191,case12,positive,Sun_Multimodal/Train/case12_img_040.jpg,-2.3271673448245798,0.7035211840702233
116,fold_1,116,192,case12,positive,Sun_Multimodal/Train/case12_img_041.jpg,-0.530608634391311,0.09916991749159565
117,fold_1,117,193,case12,positive,Sun_Multimodal/Train/case12_img_042.jpg,-0.7790254771249026,0.1699720862718097
118,fold_1,118,194,case12,positive,Sun_Multimodal/Train/case12_img_043.jpg,0.9090175789090587,-0.7973724780124307
119,fold_1,119,195,case12,positive,Sun_Multimodal/Train/case12_img_044.jpg,1.2257332530388874,-0.28510418391458137
120,fold_1,120,196,case12,positive,Sun_Multimodal/Train/case12_img_045.jpg,0.6459745590774311,-0.04346137504070624
121,fold_1,121,197,case12,positive,Sun_Multimodal/Train/case12_img_046.jpg,-0.07289287047367354,-0.6375767473687008
122,fold_1,122,198,case12,positive,Sun_Multimodal/Train/case12_img_047.jpg,0.829489951195373,-0.6673359980578679
123,fold_1,123,199,case12,positive,Sun_Multimodal/Train/case12_img_048.jpg,-0.4022246385680963,-1.1811948310190505
124,fold_1,124,200,case12,positive,Sun_Multimodal/Train/case12_img_049.jpg,1.3222967760115132,-0.7210485855482336
125,fold_1,125,201,case12,positive,Sun_Multimodal/Train/case12_img_050.jpg,1.2703592882356052,-0.9694583596553343
126,fold_1,126,202,case12,positive,Sun_Multimodal/Train/case12_img_051.jpg,1.8412851128690761,-0.187961373091051
127,fold_1,127,203,case12,positive,Sun_Multimodal/Train/case12_img_052.jpg,1.7658546355131757,0.5313513091067774
128,fold_1,128,204,case12,positive,Sun_Multimodal/Train/case12_img_053.jpg,1.5001893330890879,1.2992910000734192
129,fold_1,129,205,case12,positive,Sun_Multimodal/Train/case12_img_054.jpg,1.8208635219456368,0.31352022399936375
130,fold_1,130,206,case12,positive,Sun_Multimodal/Train/case12_img_055.jpg,2.0078023060998467,0.7899762808719606
131,fold_1,131,207,case12,positive,Sun_Multimodal/Train/case12_img_056.jpg,1.9234228381058303,0.6256419093345569
132,fold_1,132,208,case12,positive,Sun_Multimodal/Train/case12_img_057.jpg,1.8670020065884023,0.07149280256580992
133,fold_1,133,209,case12,positive,Sun_Multimodal/Train/case12_img_058.jpg,2.114634514086797,0.3874317814106465
134,fold_1,134,210,case12,positive,Sun_Multimodal/Train/case12_img_059.jpg,2.038400723146623,0.5254740161624942
135,fold_1,135,211,case12,positive,Sun_Multimodal/Train/case12_img_060.jpg,2.0051007537688523,0.9122396561779862
136,fold_1,136,212,case12,positive,Sun_Multimodal/Train/case12_img_061.jpg,2.087941129239029,1.020115772812662
137,fold_1,137,213,case12,positive,Sun_Multimodal/Train/case12_img_062.jpg,1.824132539373468,1.0312582899673988
138,fold_1,138,214,case12,positive,Sun_Multimodal/Train/case12_img_063.jpg,1.9559126632778951,1.2734129100651375
139,fold_1,139,215,case12,positive,Sun_Multimodal/Train/case12_img_064.jpg,1.896290040267634,1.1891465980508489
140,fold_1,140,216,case12,positive,Sun_Multimodal/Train/case12_img_065.jpg,1.8653959839872247,0.8176398924179529
141,fold_1,141,217,case12,positive,Sun_Multimodal/Train/case12_img_066.jpg,1.8936506534052298,0.963282651454326
142,fold_1,142,218,case12,positive,Sun_Multimodal/Train/case12_img_067.jpg,1.9613235192320817,0.8417232056269264
143,fold_1,143,219,case12,positive,Sun_Multimodal/Train/case12_img_068.jpg,1.6985884010899566,0.8510133178431126
144,fold_1,144,220,case12,positive,Sun_Multimodal/Train/case12_img_069.jpg,1.9408737867449604,1.110735310626411
145,fold_1,145,221,case12,positive,Sun_Multimodal/Train/case12_img_070.jpg,1.926700909324693,0.2702558925624259
146,fold_1,146,222,case12,positive,Sun_Multimodal/Train/case12_img_071.jpg,1.8859115946103564,0.39379821117614444
147,fold_1,147,223,case12,positive,Sun_Multimodal/Train/case12_img_072.jpg,1.3273664773354785,-0.2766004581017478
148,fold_1,148,224,case12,positive,Sun_Multimodal/Train/case12_img_073.jpg,0.2557068666018505,-0.7275954830131992
149,fold_1,149,225,case12,positive,Sun_Multimodal/Train/case12_img_074.jpg,1.7532083035170787,-0.18544529603310078
150,fold_1,150,226,case12,positive,Sun_Multimodal/Train/case12_img_075.jpg,1.8484681380686474,0.4277853120442692
151,fold_1,151,227,case12,positive,Sun_Multimodal/Train/case12_img_076.jpg,1.8683267522133684,0.27303472285751607
152,fold_1,152,456,case17,positive,Sun_Multimodal/Train/case17_img_001.jpg,0.382420844685712,-1.0735014100323967
153,fold_1,153,457,case17,positive,Sun_Multimodal/Train/case17_img_002.jpg,0.8501633363559629,-0.8697771311037314
154,fold_1,154,458,case17,positive,Sun_Multimodal/Train/case17_img_003.jpg,0.18808069225618895,-1.266527293524133
155,fold_1,155,459,case17,positive,Sun_Multimodal/Train/case17_img_004.jpg,1.1765730918591588,-0.3452442210605886
156,fold_1,156,460,case17,positive,Sun_Multimodal/Train/case17_img_005.jpg,1.0218422890286991,-0.3443702589943798
157,fold_1,157,461,case17,positive,Sun_Multimodal/Train/case17_img_006.jpg,1.09958723731445,-0.4184345303686685
158,fold_1,158,462,case17,positive,Sun_Multimodal/Train/case17_img_007.jpg,1.206133043640154,-0.3591383122954519
159,fold_1,159,463,case17,positive,Sun_Multimodal/Train/case17_img_008.jpg,1.67249024139851,-0.6057028362259058
160,fold_1,160,464,case17,positive,Sun_Multimodal/Train/case17_img_009.jpg,0.5137284637314659,-1.9417889791025424
161,fold_1,161,465,case17,positive,Sun_Multimodal/Train/case17_img_010.jpg,1.1857434110411431,-1.2189933644910829
162,fold_1,162,466,case17,positive,Sun_Multimodal/Train/case17_img_011.jpg,1.262802039170704,-1.5413931574543072
163,fold_1,163,467,case17,positive,Sun_Multimodal/Train/case17_img_012.jpg,0.7182225948880594,-1.103647696432514
164,fold_1,164,468,case17,positive,Sun_Multimodal/Train/case17_img_013.jpg,1.0310344625898262,-1.0190670918341653
165,fold_1,165,469,case17,positive,Sun_Multimodal/Train/case17_img_014.jpg,0.5666963641785532,-1.1771838601229443
166,fold_1,166,470,case17,positive,Sun_Multimodal/Train/case17_img_015.jpg,0.9967432588836969,-0.8989242625023643
167,fold_1,167,471,case17,positive,Sun_Multimodal/Train/case17_img_016.jpg,1.2682736052636758,-1.3057668825267026
168,fold_1,168,472,case17,positive,Sun_Multimodal/Train/case17_img_017.jpg,1.349212875379776,-0.8849516013089955
169,fold_1,169,473,case17,positive,Sun_Multimodal/Train/case17_img_018.jpg,1.29652189548772,-0.8754866041477101
170,fold_1,170,474,case17,positive,Sun_Multimodal/Train/case17_img_019.jpg,0.9787805881342921,-1.477548078359101
171,fold_1,171,475,case17,positive,Sun_Multimodal/Train/case17_img_020.jpg,1.2750048897098845,-1.226869571011477
172,fold_1,172,476,case17,positive,Sun_Multimodal/Train/case17_img_021.jpg,1.2137134924128479,-0.9589090514165379
173,fold_1,173,477,case17,positive,Sun_Multimodal/Train/case17_img_022.jpg,1.1080790782253052,-0.3979600123699045
174,fold_1,174,478,case17,positive,Sun_Multimodal/Train/case17_img_023.jpg,0.8748513312695176,-0.4676844335469159
175,fold_1,175,479,case17,positive,Sun_Multimodal/Train/case17_img_024.jpg,1.2871769632383137,-0.683155389724873
176,fold_1,176,480,case17,positive,Sun_Multimodal/Train/case17_img_025.jpg,1.1392078410069713,-0.7960979409574769
177,fold_1,177,481,case17,positive,Sun_Multimodal/Train/case17_img_026.jpg,1.2881619702885567,-0.668957850263181
178,fold_1,178,482,case17,positive,Sun_Multimodal/Train/case17_img_027.jpg,1.1826173681345569,-0.6141457915060071
179,fold_1,179,483,case17,positive,Sun_Multimodal/Train/case17_img_028.jpg,0.16912948798694327,-0.09091738064707666
180,fold_1,180,484,case17,positive,Sun_Multimodal/Train/case17_img_029.jpg,0.8752332891916665,-0.7391106133435494
181,fold_1,181,485,case17,positive,Sun_Multimodal/Train/case17_img_030.jpg,1.7242622582283678,-0.6594528099637009
182,fold_1,182,486,case17,positive,Sun_Multimodal/Train/case17_img_031.jpg,1.6272884554092222,-0.4612314933260193
183,fold_1,183,487,case17,positive,Sun_Multimodal/Train/case17_img_032.jpg,1.32327701567729,-1.0145535379497002
184,fold_1,184,488,case17,positive,Sun_Multimodal/Train/case17_img_033.jpg,1.0647839148580478,-0.8473160075175521
185,fold_1,185,489,case17,positive,Sun_Multimodal/Train/case17_img_034.jpg,1.2220055183569478,-0.7077557083347292
186,fold_1,186,490,case17,positive,Sun_Multimodal/Train/case17_img_035.jpg,1.0378092751677384,-1.1438243867739972
187,fold_1,187,491,case17,positive,Sun_Multimodal/Train/case17_img_036.jpg,0.8795181542875494,-1.1086519072458403
188,fold_1,188,492,case17,positive,Sun_Multimodal/Train/case17_img_037.jpg,0.7469964067520749,-1.0398685142638753
189,fold_1,189,493,case17,positive,Sun_Multimodal/Train/case17_img_038.jpg,0.6535821677935123,-0.8096051795961063
190,fold_1,190,494,case17,positive,Sun_Multimodal/Train/case17_img_039.jpg,0.8616272715568862,-0.5358150459709137
191,fold_1,191,495,case17,positive,Sun_Multimodal/Train/case17_img_040.jpg,0.9028022292680806,-0.8071090835773016
192,fold_1,192,496,case17,positive,Sun_Multimodal/Train/case17_img_041.jpg,1.0403654060790377,-0.6592685585764917
193,fold_1,193,497,case17,positive,Sun_Multimodal/Train/case17_img_042.jpg,0.7091661518981884,-0.4911372993885994
194,fold_1,194,498,case17,positive,Sun_Multimodal/Train/case17_img_043.jpg,0.9392312269046423,-0.9958215332846834
195,fold_1,195,499,case17,positive,Sun_Multimodal/Train/case17_img_044.jpg,0.8999107230691423,-1.1572141299344594
196,fold_1,196,500,case17,positive,Sun_Multimodal/Train/case17_img_045.jpg,0.962672763644892,-0.7391347458865907
197,fold_1,197,501,case17,positive,Sun_Multimodal/Train/case17_img_046.jpg,1.0039972650104747,-0.663830382288594
198,fold_1,198,502,case17,positive,Sun_Multimodal/Train/case17_img_047.jpg,1.0160656909901349,-0.5930658171303143
199,fold_1,199,503,case17,positive,Sun_Multimodal/Train/case17_img_048.jpg,1.065072611490302,-0.463773507009162
200,fold_1,200,504,case17,positive,Sun_Multimodal/Train/case17_img_049.jpg,0.803312475852594,-1.064664619711452
201,fold_1,201,505,case17,positive,Sun_Multimodal/Train/case17_img_050.jpg,1.082617544482473,-0.8840136532633758
202,fold_1,202,506,case17,positive,Sun_Multimodal/Train/case17_img_051.jpg,0.9025303314357369,-1.1518851633068135
203,fold_1,203,507,case17,positive,Sun_Multimodal/Train/case17_img_052.jpg,1.2115789953450875,-0.24377622371666163
204,fold_1,204,508,case17,positive,Sun_Multimodal/Train/case17_img_053.jpg,1.3302593423149347,-0.41491591756331614
205,fold_1,205,509,case17,positive,Sun_Multimodal/Train/case17_img_054.jpg,1.1706465827127894,-0.4024139204389243
206,fold_1,206,510,case17,positive,Sun_Multimodal/Train/case17_img_055.jpg,0.9749747967179436,-0.6187655727974022
207,fold_1,207,511,case17,positive,Sun_Multimodal/Train/case17_img_056.jpg,1.1941663477442053,-0.793405093600672
208,fold_1,208,512,case17,positive,Sun_Multimodal/Train/case17_img_057.jpg,1.0531164999129223,-0.33349312705936196
209,fold_1,209,513,case17,positive,Sun_Multimodal/Train/case17_img_058.jpg,1.5046587065206547,-0.45202259334342676
210,fold_1,210,514,case17,positive,Sun_Multimodal/Train/case17_img_059.jpg,1.3458704740087464,-0.8414635180577328
211,fold_1,211,515,case17,positive,Sun_Multimodal/Train/case17_img_060.jpg,1.3964725239859443,-0.6599769244808686
212,fold_1,212,516,case17,positive,Sun_Multimodal/Train/case17_img_061.jpg,1.2438773435542296,-1.0022483752126154
213,fold_1,213,517,case17,positive,Sun_Multimodal/Train/case17_img_062.jpg,1.1534406829915609,-0.9335886102743789
214,fold_1,214,518,case17,positive,Sun_Multimodal/Train/case17_img_063.jpg,1.120199797746108,-0.47427409951572574
215,fold_1,215,519,case17,positive,Sun_Multimodal/Train/case17_img_064.jpg,1.035944616852787,-0.8715559752466615
216,fold_1,216,520,case17,positive,Sun_Multimodal/Train/case17_img_065.jpg,1.0191956823765045,-0.7778924154074058
217,fold_1,217,521,case17,positive,Sun_Multimodal/Train/case17_img_066.jpg,1.0356948577744254,-0.5617175911826
218,fold_1,218,522,case17,positive,Sun_Multimodal/Train/case17_img_067.jpg,0.22685852809374552,0.19528423840884668
219,fold_1,219,523,case17,positive,Sun_Multimodal/Train/case17_img_068.jpg,0.8231785078807339,-0.784010403739912
220,fold_1,220,524,case17,positive,Sun_Multimodal/Train/case17_img_069.jpg,0.458251464436797,-1.2065628153145056
221,fold_1,221,525,case17,positive,Sun_Multimodal/Train/case17_img_070.jpg,0.6877888666117229,-0.8812046585087652
222,fold_1,222,526,case17,positive,Sun_Multimodal/Train/case17_img_071.jpg,1.0126619165011497,-0.8367030409618725
223,fold_1,223,527,case17,positive,Sun_Multimodal/Train/case17_img_072.jpg,0.8420022742406632,-0.745606742517154
224,fold_1,224,528,case17,positive,Sun_Multimodal/Train/case17_img_073.jpg,1.0399406313125488,-0.41865358019144283
225,fold_1,225,529,case17,positive,Sun_Multimodal/Train/case17_img_074.jpg,0.8298749193610513,-0.5814253094482318
226,fold_1,226,530,case17,positive,Sun_Multimodal/Train/case17_img_075.jpg,1.0416729650101828,0.3176400619739641
227,fold_1,227,531,case17,positive,Sun_Multimodal/Train/case17_img_076.jpg,0.6809048891397038,-0.5857310529788036
228,fold_1,228,608,case19,positive,Sun_Multimodal/Train/case19_img_001.jpg,1.7630856530412318,0.5033014665403632
229,fold_1,229,609,case19,positive,Sun_Multimodal/Train/case19_img_002.jpg,1.8332483711441825,0.49839880136276715
230,fold_1,230,610,case19,positive,Sun_Multimodal/Train/case19_img_003.jpg,1.315913217335446,0.24941727454878482
231,fold_1,231,611,case19,positive,Sun_Multimodal/Train/case19_img_004.jpg,1.4890414785320745,0.369687095499335
232,fold_1,232,612,case19,positive,Sun_Multimodal/Train/case19_img_005.jpg,1.2480689267569904,0.3549778373426502
233,fold_1,233,613,case19,positive,Sun_Multimodal/Train/case19_img_006.jpg,1.6242169839527951,0.4827717314311839
234,fold_1,234,614,case19,positive,Sun_Multimodal/Train/case19_img_007.jpg,1.508529333524087,0.25907325237528456
