global_idx,fold,frame_idx_in_fold,sample_id,case,label,image_path,pc1,pc2
34,fold_1,34,34,case10,positive,Sun_Multimodal/Train/case10_img_035.jpg,0.2864247285006212,0.38564547366209334
35,fold_1,35,35,case10,positive,Sun_Multimodal/Train/case10_img_036.jpg,0.381492819808644,0.24898529223067578
36,fold_1,36,36,case10,positive,Sun_Multimodal/Train/case10_img_037.jpg,0.33376207702164895,0.34694725927868436
37,fold_1,37,37,case10,positive,Sun_Multimodal/Train/case10_img_038.jpg,-0.30752287429655634,0.36633157284013046
38,fold_1,38,38,case10,positive,Sun_Multimodal/Train/case10_img_039.jpg,0.12029773291777879,0.31398812868955756
39,fold_1,39,39,case10,positive,Sun_Multimodal/Train/case10_img_040.jpg,-0.012532307754620442,0.3994759304680205
40,fold_1,40,40,case10,positive,Sun_Multimodal/Train/case10_img_041.jpg,-0.06843933485464837,0.37125747458018576
41,fold_1,41,41,case10,positive,Sun_Multimodal/Train/case10_img_042.jpg,-0.005624196412781446,0.29821984013268943
42,fold_1,42,42,case10,positive,Sun_Multimodal/Train/case10_img_043.jpg,-0.12216354143085395,0.3667169177906981
43,fold_1,43,43,case10,positive,Sun_Multimodal/Train/case10_img_044.jpg,0.09093208935751362,0.15479595892834752
44,fold_1,44,44,case10,positive,Sun_Multimodal/Train/case10_img_045.jpg,0.10736748612958014,0.12372848578613332
45,fold_1,45,45,case10,positive,Sun_Multimodal/Train/case10_img_046.jpg,-0.027483146452738305,0.0628385558875913
46,fold_1,46,46,case10,positive,Sun_Multimodal/Train/case10_img_047.jpg,0.306172046939172,-0.08988904201720083
47,fold_1,47,47,case10,positive,Sun_Multimodal/Train/case10_img_048.jpg,0.3903419271800621,0.12681758078370836
48,fold_1,48,48,case10,positive,Sun_Multimodal/Train/case10_img_049.jpg,0.2794724834564508,0.2120434554832581
49,fold_1,49,49,case10,positive,Sun_Multimodal/Train/case10_img_050.jpg,0.3154613728669351,0.3461572520951163
50,fold_1,50,50,case10,positive,Sun_Multimodal/Train/case10_img_051.jpg,0.23805979806621536,0.3014836439717632
51,fold_1,51,51,case10,positive,Sun_Multimodal/Train/case10_img_052.jpg,0.10308303464462787,0.3375238784085257
52,fold_1,52,52,case10,positive,Sun_Multimodal/Train/case10_img_053.jpg,0.17663279255537634,0.3836941853580558
53,fold_1,53,53,case10,positive,Sun_Multimodal/Train/case10_img_054.jpg,0.14003693917184834,0.3862425267420642
54,fold_1,54,54,case10,positive,Sun_Multimodal/Train/case10_img_055.jpg,0.22431932547761302,0.4042807517390914
55,fold_1,55,55,case10,positive,Sun_Multimodal/Train/case10_img_056.jpg,0.2192807748637844,0.39366268870345583
56,fold_1,56,56,case10,positive,Sun_Multimodal/Train/case10_img_057.jpg,0.23570734110341163,0.3807419235100181
57,fold_1,57,57,case10,positive,Sun_Multimodal/Train/case10_img_058.jpg,-0.10520643398394403,0.180683986813015
58,fold_1,58,58,case10,positive,Sun_Multimodal/Train/case10_img_059.jpg,-0.08233788338367698,0.47872043585012425
59,fold_1,59,59,case10,positive,Sun_Multimodal/Train/case10_img_060.jpg,-0.21447952886094623,0.29181989598362834
60,fold_1,60,60,case10,positive,Sun_Multimodal/Train/case10_img_061.jpg,-0.7185990667835075,0.27731209486251174
61,fold_1,61,61,case10,positive,Sun_Multimodal/Train/case10_img_062.jpg,0.048593965806037476,0.3299523638452575
62,fold_1,62,62,case10,positive,Sun_Multimodal/Train/case10_img_063.jpg,0.23141487721909804,0.3327277085439853
63,fold_1,63,63,case10,positive,Sun_Multimodal/Train/case10_img_064.jpg,0.049266888399275066,0.4902336967532189
64,fold_1,64,64,case10,positive,Sun_Multimodal/Train/case10_img_065.jpg,0.15143531049093784,0.43013918102461346
65,fold_1,65,65,case10,positive,Sun_Multimodal/Train/case10_img_066.jpg,0.06713774819328377,0.4889034986056194
66,fold_1,66,66,case10,positive,Sun_Multimodal/Train/case10_img_067.jpg,0.10648375223530793,0.41396226910021017
67,fold_1,67,67,case10,positive,Sun_Multimodal/Train/case10_img_068.jpg,0.043906664793191164,0.48791131229219803
68,fold_1,68,68,case10,positive,Sun_Multimodal/Train/case10_img_069.jpg,0.06105853203041667,0.4801004214322477
69,fold_1,69,69,case10,positive,Sun_Multimodal/Train/case10_img_070.jpg,0.23440759653890697,0.44699525872755247
70,fold_1,70,70,case10,positive,Sun_Multimodal/Train/case10_img_071.jpg,0.11481200474630371,0.44751987534760074
71,fold_1,71,71,case10,positive,Sun_Multimodal/Train/case10_img_072.jpg,0.2593099512721595,0.3022470764923707
72,fold_1,72,72,case10,positive,Sun_Multimodal/Train/case10_img_073.jpg,0.1532660420306855,0.3807256265819696
73,fold_1,73,73,case10,positive,Sun_Multimodal/Train/case10_img_074.jpg,0.19179149633769055,0.4657686913000737
74,fold_1,74,74,case10,positive,Sun_Multimodal/Train/case10_img_075.jpg,0.1662132141299737,0.4573099125994185
75,fold_1,75,75,case10,positive,Sun_Multimodal/Train/case10_img_076.jpg,-0.5230588129730652,0.28709350137606765
76,fold_1,76,152,case12,positive,Sun_Multimodal/Train/case12_img_001.jpg,0.08992407672539482,0.130885680620987
77,fold_1,77,153,case12,positive,Sun_Multimodal/Train/case12_img_002.jpg,0.4498683776955348,0.14165819495680032
78,fold_1,78,154,case12,positive,Sun_Multimodal/Train/case12_img_003.jpg,-0.0057977726333582336,0.12250668432673911
79,fold_1,79,155,case12,positive,Sun_Multimodal/Train/case12_img_004.jpg,0.5237327129643716,-0.2293317119059992
80,fold_1,80,156,case12,positive,Sun_Multimodal/Train/case12_img_005.jpg,0.43333179068933236,-0.1618551585047675
81,fold_1,81,157,case12,positive,Sun_Multimodal/Train/case12_img_006.jpg,0.3988763919475582,-0.1591273807885898
82,fold_1,82,158,case12,positive,Sun_Multimodal/Train/case12_img_007.jpg,0.057753049234346765,-0.28119046537258585
83,fold_1,83,159,case12,positive,Sun_Multimodal/Train/case12_img_008.jpg,0.3205452520738281,0.21266529525799238
84,fold_1,84,160,case12,positive,Sun_Multimodal/Train/case12_img_009.jpg,0.39145065262989864,0.24546422007793428
85,fold_1,85,161,case12,positive,Sun_Multimodal/Train/case12_img_010.jpg,0.44256325565292953,0.10299511010051993
86,fold_1,86,162,case12,positive,Sun_Multimodal/Train/case12_img_011.jpg,0.35400183683887043,0.17538153281601543
87,fold_1,87,163,case12,positive,Sun_Multimodal/Train/case12_img_012.jpg,0.308729336772555,0.21042223266195687
88,fold_1,88,164,case12,positive,Sun_Multimodal/Train/case12_img_013.jpg,-0.1094733330683424,0.4119256815182729
89,fold_1,89,165,case12,positive,Sun_Multimodal/Train/case12_img_014.jpg,-0.1726812082876188,0.4581076648018506
90,fold_1,90,166,case12,positive,Sun_Multimodal/Train/case12_img_015.jpg,-0.018458669537983807,0.25163902087113366
91,fold_1,91,167,case12,positive,Sun_Multimodal/Train/case12_img_016.jpg,-0.015430136217028378,0.08417832861956848
92,fold_1,92,168,case12,positive,Sun_Multimodal/Train/case12_img_017.jpg,0.013406461835059558,0.36542784814499
93,fold_1,93,169,case12,positive,Sun_Multimodal/Train/case12_img_018.jpg,0.77797836481698,-0.1574281630904394
94,fold_1,94,170,case12,positive,Sun_Multimodal/Train/case12_img_019.jpg,0.7971548414194414,-0.16384315198339006
95,fold_1,95,171,case12,positive,Sun_Multimodal/Train/case12_img_020.jpg,-0.08876035931068027,-0.3938312363344645
96,fold_1,96,172,case12,positive,Sun_Multimodal/Train/case12_img_021.jpg,0.30600700577263296,0.14048413072888216
97,fold_1,97,173,case12,positive,Sun_Multimodal/Train/case12_img_022.jpg,0.07588945355680998,0.2797298608343687
98,fold_1,98,174,case12,positive,Sun_Multimodal/Train/case12_img_023.jpg,0.6096565673465231,0.206421592940351
99,fold_1,99,175,case12,positive,Sun_Multimodal/Train/case12_img_024.jpg,0.5590492509942346,0.16292089503015394
100,fold_1,100,176,case12,positive,Sun_Multimodal/Train/case12_img_025.jpg,0.525454465850792,0.22046595813398573
101,fold_1,101,177,case12,positive,Sun_Multimodal/Train/case12_img_026.jpg,0.5224646035795331,0.23226806076288453
102,fold_1,102,178,case12,positive,Sun_Multimodal/Train/case12_img_027.jpg,0.5152706496548018,0.22365293376386425
103,fold_1,103,179,case12,positive,Sun_Multimodal/Train/case12_img_028.jpg,0.298706049788686,0.17140020093903174
104,fold_1,104,180,case12,positive,Sun_Multimodal/Train/case12_img_029.jpg,0.379115280099682,0.11254119369889048
105,fold_1,105,181,case12,positive,Sun_Multimodal/Train/case12_img_030.jpg,0.5827464132706772,0.1456688253399242
106,fold_1,106,182,case12,positive,Sun_Multimodal/Train/case12_img_031.jpg,0.4524534993069833,0.08626318268139876
107,fold_1,107,183,case12,positive,Sun_Multimodal/Train/case12_img_032.jpg,-0.35820412205506424,0.06550972541620703
108,fold_1,108,184,case12,positive,Sun_Multimodal/Train/case12_img_033.jpg,0.4854626963334838,0.1335787664386588
109,fold_1,109,185,case12,positive,Sun_Multimodal/Train/case12_img_034.jpg,0.6767604434177563,0.050775398745142586
110,fold_1,110,186,case12,positive,Sun_Multimodal/Train/case12_img_035.jpg,0.721091994908756,0.010967622045559233
111,fold_1,111,187,case12,positive,Sun_Multimodal/Train/case12_img_036.jpg,0.3627796589452035,-0.04300886700917095
112,fold_1,112,188,case12,positive,Sun_Multimodal/Train/case12_img_037.jpg,0.13606265523770955,-0.12712110839639357
113,fold_1,113,189,case12,positive,Sun_Multimodal/Train/case12_img_038.jpg,0.05360627771933424,-0.003947168729593331
114,fold_1,114,190,case12,positive,Sun_Multimodal/Train/case12_img_039.jpg,0.21666640695868478,-0.03934630491465163
115,fold_1,115,191,case12,positive,Sun_Multimodal/Train/case12_img_040.jpg,0.014406983446675348,0.07941416165805626
116,fold_1,116,192,case12,positive,Sun_Multimodal/Train/case12_img_041.jpg,-0.030411808851954936,-0.04877430400161631
117,fold_1,117,193,case12,positive,Sun_Multimodal/Train/case12_img_042.jpg,-0.04021769977085987,0.022986721747758843
118,fold_1,118,194,case12,positive,Sun_Multimodal/Train/case12_img_043.jpg,-0.05515892667063338,-0.09354608345854265
119,fold_1,119,195,case12,positive,Sun_Multimodal/Train/case12_img_044.jpg,-0.036029814604358945,-0.021451545036509367
120,fold_1,120,196,case12,positive,Sun_Multimodal/Train/case12_img_045.jpg,-0.6095400175432943,0.03503172191776416
121,fold_1,121,197,case12,positive,Sun_Multimodal/Train/case12_img_046.jpg,-0.08934503617336276,-0.05958858224390928
122,fold_1,122,198,case12,positive,Sun_Multimodal/Train/case12_img_047.jpg,-0.523177476757245,-0.027653527510187237
123,fold_1,123,199,case12,positive,Sun_Multimodal/Train/case12_img_048.jpg,-0.4234426067470689,-0.15645442138101318
124,fold_1,124,200,case12,positive,Sun_Multimodal/Train/case12_img_049.jpg,0.24632409970309088,-0.04929338006044115
125,fold_1,125,201,case12,positive,Sun_Multimodal/Train/case12_img_050.jpg,0.15252677528147274,-0.33875124586557936
126,fold_1,126,202,case12,positive,Sun_Multimodal/Train/case12_img_051.jpg,0.08103812069423322,0.05616764294370563
127,fold_1,127,203,case12,positive,Sun_Multimodal/Train/case12_img_052.jpg,0.25133544641500505,0.2849886111152804
128,fold_1,128,204,case12,positive,Sun_Multimodal/Train/case12_img_053.jpg,0.18842690969709142,0.3424930211831727
129,fold_1,129,205,case12,positive,Sun_Multimodal/Train/case12_img_054.jpg,0.41277012051899375,0.05999500452172124
130,fold_1,130,206,case12,positive,Sun_Multimodal/Train/case12_img_055.jpg,0.1128836130103934,0.19342639696334213
131,fold_1,131,207,case12,positive,Sun_Multimodal/Train/case12_img_056.jpg,0.13135316916687212,0.23733684891444645
132,fold_1,132,208,case12,positive,Sun_Multimodal/Train/case12_img_057.jpg,0.2592983244345637,0.25003094789421565
133,fold_1,133,209,case12,positive,Sun_Multimodal/Train/case12_img_058.jpg,0.22407302693339148,0.3443058457664344
134,fold_1,134,210,case12,positive,Sun_Multimodal/Train/case12_img_059.jpg,0.3087983478302301,0.24921224727371194
135,fold_1,135,211,case12,positive,Sun_Multimodal/Train/case12_img_060.jpg,0.1137326285794571,0.4705718010288512
136,fold_1,136,212,case12,positive,Sun_Multimodal/Train/case12_img_061.jpg,-0.10326885345860282,0.4248595529903687
137,fold_1,137,213,case12,positive,Sun_Multimodal/Train/case12_img_062.jpg,-0.14669952294910438,0.4489497568324352
138,fold_1,138,214,case12,positive,Sun_Multimodal/Train/case12_img_063.jpg,-0.2533287591151032,0.46788724389338254
139,fold_1,139,215,case12,positive,Sun_Multimodal/Train/case12_img_064.jpg,-0.05905576266595247,0.39494846791705296
140,fold_1,140,216,case12,positive,Sun_Multimodal/Train/case12_img_065.jpg,0.17428185426855403,0.2660863005570832
141,fold_1,141,217,case12,positive,Sun_Multimodal/Train/case12_img_066.jpg,-0.003668021762341267,0.4030350925093381
142,fold_1,142,218,case12,positive,Sun_Multimodal/Train/case12_img_067.jpg,0.07030170822837789,0.44664439476719103
143,fold_1,143,219,case12,positive,Sun_Multimodal/Train/case12_img_068.jpg,-0.04543330896833542,0.4268241557897246
144,fold_1,144,220,case12,positive,Sun_Multimodal/Train/case12_img_069.jpg,0.3866588886988076,0.2684202839321766
145,fold_1,145,221,case12,positive,Sun_Multimodal/Train/case12_img_070.jpg,0.1178389556131374,0.07956261410646354
146,fold_1,146,222,case12,positive,Sun_Multimodal/Train/case12_img_071.jpg,-0.0037745089565672796,0.06616039289145825
147,fold_1,147,223,case12,positive,Sun_Multimodal/Train/case12_img_072.jpg,0.008503876181165326,-0.04326900897467856
148,fold_1,148,224,case12,positive,Sun_Multimodal/Train/case12_img_073.jpg,-0.3016356125482249,-0.14388436060394216
149,fold_1,149,225,case12,positive,Sun_Multimodal/Train/case12_img_074.jpg,0.3863454834352267,-0.07219185153827323
150,fold_1,150,226,case12,positive,Sun_Multimodal/Train/case12_img_075.jpg,0.4102789142964305,0.15716597241811658
151,fold_1,151,227,case12,positive,Sun_Multimodal/Train/case12_img_076.jpg,0.38476252956513135,0.10258318655187437
152,fold_1,152,456,case17,positive,Sun_Multimodal/Train/case17_img_001.jpg,0.48440834252514886,-0.29232126029773986
153,fold_1,153,457,case17,positive,Sun_Multimodal/Train/case17_img_002.jpg,0.3237809046867717,0.03254798499103401
154,fold_1,154,458,case17,positive,Sun_Multimodal/Train/case17_img_003.jpg,0.5056182072160122,0.0340937817106306
155,fold_1,155,459,case17,positive,Sun_Multimodal/Train/case17_img_004.jpg,0.7524823955883038,-0.22112147924235803
156,fold_1,156,460,case17,positive,Sun_Multimodal/Train/case17_img_005.jpg,0.7797575424845873,-0.16080628451129542
157,fold_1,157,461,case17,positive,Sun_Multimodal/Train/case17_img_006.jpg,0.5363156231533204,-0.20106392626556968
158,fold_1,158,462,case17,positive,Sun_Multimodal/Train/case17_img_007.jpg,0.7170283726160804,-0.31622367109413707
159,fold_1,159,463,case17,positive,Sun_Multimodal/Train/case17_img_008.jpg,0.5948597967201315,-0.23163073974081916
160,fold_1,160,464,case17,positive,Sun_Multimodal/Train/case17_img_009.jpg,0.3060955356238353,-0.2566491799320634
161,fold_1,161,465,case17,positive,Sun_Multimodal/Train/case17_img_010.jpg,0.4684250186524519,-0.10357098343046145
162,fold_1,162,466,case17,positive,Sun_Multimodal/Train/case17_img_011.jpg,0.23919200403194663,-0.006325788727448489
163,fold_1,163,467,case17,positive,Sun_Multimodal/Train/case17_img_012.jpg,0.15601773008621245,-0.05812946386143025
164,fold_1,164,468,case17,positive,Sun_Multimodal/Train/case17_img_013.jpg,0.37004273109279384,-0.19683999011394593
165,fold_1,165,469,case17,positive,Sun_Multimodal/Train/case17_img_014.jpg,0.32376348680823774,-0.23369252553997544
166,fold_1,166,470,case17,positive,Sun_Multimodal/Train/case17_img_015.jpg,0.2516644343096941,0.07585809898562224
167,fold_1,167,471,case17,positive,Sun_Multimodal/Train/case17_img_016.jpg,0.3097430252255904,-0.02699070247043034
168,fold_1,168,472,case17,positive,Sun_Multimodal/Train/case17_img_017.jpg,0.2276921216501182,0.031018542697814566
169,fold_1,169,473,case17,positive,Sun_Multimodal/Train/case17_img_018.jpg,0.34958019114672756,-0.05196726461564105
170,fold_1,170,474,case17,positive,Sun_Multimodal/Train/case17_img_019.jpg,0.46158085413034056,-0.1865878970290753
171,fold_1,171,475,case17,positive,Sun_Multimodal/Train/case17_img_020.jpg,0.046213679674923513,0.16468259192860807
172,fold_1,172,476,case17,positive,Sun_Multimodal/Train/case17_img_021.jpg,0.24574144521212182,-0.08383953327096416
173,fold_1,173,477,case17,positive,Sun_Multimodal/Train/case17_img_022.jpg,-0.0400473243272772,0.1868078352292556
174,fold_1,174,478,case17,positive,Sun_Multimodal/Train/case17_img_023.jpg,0.08512907737918263,0.07411456615070322
175,fold_1,175,479,case17,positive,Sun_Multimodal/Train/case17_img_024.jpg,0.15706001485013465,-0.058626670013636306
176,fold_1,176,480,case17,positive,Sun_Multimodal/Train/case17_img_025.jpg,0.22391276217562184,-0.07159452966056268
177,fold_1,177,481,case17,positive,Sun_Multimodal/Train/case17_img_026.jpg,0.13545785657452014,0.022070975155523587
178,fold_1,178,482,case17,positive,Sun_Multimodal/Train/case17_img_027.jpg,0.11707054327195276,0.031928119995294324
179,fold_1,179,483,case17,positive,Sun_Multimodal/Train/case17_img_028.jpg,0.016575941847095654,0.04139014808166436
180,fold_1,180,484,case17,positive,Sun_Multimodal/Train/case17_img_029.jpg,-0.2730839514264989,-0.17029863559238634
181,fold_1,181,485,case17,positive,Sun_Multimodal/Train/case17_img_030.jpg,0.37598396508863563,-0.17181733314359948
182,fold_1,182,486,case17,positive,Sun_Multimodal/Train/case17_img_031.jpg,0.4508248684463534,-0.009042554346355036
183,fold_1,183,487,case17,positive,Sun_Multimodal/Train/case17_img_032.jpg,0.6047122454975804,-0.3197223440319067
184,fold_1,184,488,case17,positive,Sun_Multimodal/Train/case17_img_033.jpg,0.1655937153794349,0.16758572036021702
185,fold_1,185,489,case17,positive,Sun_Multimodal/Train/case17_img_034.jpg,0.49855183508890666,-0.13093351773476336
186,fold_1,186,490,case17,positive,Sun_Multimodal/Train/case17_img_035.jpg,0.42561731006487347,-0.18291010833782284
187,fold_1,187,491,case17,positive,Sun_Multimodal/Train/case17_img_036.jpg,0.3851783522062209,-0.09569746357311937
188,fold_1,188,492,case17,positive,Sun_Multimodal/Train/case17_img_037.jpg,0.2967489412379507,-0.05847350207812374
189,fold_1,189,493,case17,positive,Sun_Multimodal/Train/case17_img_038.jpg,0.48136518625449387,-0.2160108860922898
190,fold_1,190,494,case17,positive,Sun_Multimodal/Train/case17_img_039.jpg,0.3449734407387919,-0.14710744721598723
191,fold_1,191,495,case17,positive,Sun_Multimodal/Train/case17_img_040.jpg,0.3170883423555557,-0.15043318764297953
192,fold_1,192,496,case17,positive,Sun_Multimodal/Train/case17_img_041.jpg,0.38287112233476095,0.006455323171116745
193,fold_1,193,497,case17,positive,Sun_Multimodal/Train/case17_img_042.jpg,0.38566589315565314,-0.025683086139322686
194,fold_1,194,498,case17,positive,Sun_Multimodal/Train/case17_img_043.jpg,0.645488432169951,-0.26296118625638243
195,fold_1,195,499,case17,positive,Sun_Multimodal/Train/case17_img_044.jpg,0.6660870396858642,-0.2734450400713966
196,fold_1,196,500,case17,positive,Sun_Multimodal/Train/case17_img_045.jpg,0.6680536849749406,-0.25686998475420386
197,fold_1,197,501,case17,positive,Sun_Multimodal/Train/case17_img_046.jpg,0.6318733155634788,-0.21362355141950662
198,fold_1,198,502,case17,positive,Sun_Multimodal/Train/case17_img_047.jpg,0.4896813064422705,-0.08172336094437449
199,fold_1,199,503,case17,positive,Sun_Multimodal/Train/case17_img_048.jpg,0.47954699791244937,0.029482305013110777
200,fold_1,200,504,case17,positive,Sun_Multimodal/Train/case17_img_049.jpg,0.48577454481529236,-0.08354800220360703
201,fold_1,201,505,case17,positive,Sun_Multimodal/Train/case17_img_050.jpg,0.5499461122207145,-0.13750524603137904
202,fold_1,202,506,case17,positive,Sun_Multimodal/Train/case17_img_051.jpg,0.47110009651309936,-0.18930609977998414
203,fold_1,203,507,case17,positive,Sun_Multimodal/Train/case17_img_052.jpg,0.5375042408640993,-0.19891414455266232
204,fold_1,204,508,case17,positive,Sun_Multimodal/Train/case17_img_053.jpg,0.6273954333530047,-0.2725483838321864
205,fold_1,205,509,case17,positive,Sun_Multimodal/Train/case17_img_054.jpg,0.4961907750864336,-0.08867398276079563
206,fold_1,206,510,case17,positive,Sun_Multimodal/Train/case17_img_055.jpg,0.5574852785718989,-0.21784185650677113
207,fold_1,207,511,case17,positive,Sun_Multimodal/Train/case17_img_056.jpg,0.6268663471477243,-0.18405098132448428
208,fold_1,208,512,case17,positive,Sun_Multimodal/Train/case17_img_057.jpg,0.6434561618522341,-0.08712852048988817
209,fold_1,209,513,case17,positive,Sun_Multimodal/Train/case17_img_058.jpg,0.424769537037194,-0.1396631298416635
210,fold_1,210,514,case17,positive,Sun_Multimodal/Train/case17_img_059.jpg,0.770893590065431,-0.2821025988257513
211,fold_1,211,515,case17,positive,Sun_Multimodal/Train/case17_img_060.jpg,0.650765238933708,-0.18236734068986415
212,fold_1,212,516,case17,positive,Sun_Multimodal/Train/case17_img_061.jpg,0.5973574142686069,-0.11053457438785363
213,fold_1,213,517,case17,positive,Sun_Multimodal/Train/case17_img_062.jpg,0.6052375251320077,-0.23732403887121767
214,fold_1,214,518,case17,positive,Sun_Multimodal/Train/case17_img_063.jpg,0.6681253717544184,-0.3294697166496352
215,fold_1,215,519,case17,positive,Sun_Multimodal/Train/case17_img_064.jpg,0.6927384488092521,-0.09366712010624378
216,fold_1,216,520,case17,positive,Sun_Multimodal/Train/case17_img_065.jpg,0.5353615586419302,-0.2607469753862748
217,fold_1,217,521,case17,positive,Sun_Multimodal/Train/case17_img_066.jpg,0.43332223572831174,-0.2330483415796154
218,fold_1,218,522,case17,positive,Sun_Multimodal/Train/case17_img_067.jpg,0.4840263959986124,-0.25092256770226906
219,fold_1,219,523,case17,positive,Sun_Multimodal/Train/case17_img_068.jpg,0.48284881668653856,-0.15450645035178
220,fold_1,220,524,case17,positive,Sun_Multimodal/Train/case17_img_069.jpg,0.4703527430787797,-0.2687236868450009
221,fold_1,221,525,case17,positive,Sun_Multimodal/Train/case17_img_070.jpg,0.4371733157362556,-0.2522606448340097
222,fold_1,222,526,case17,positive,Sun_Multimodal/Train/case17_img_071.jpg,0.4960225130104854,-0.25684726054092966
223,fold_1,223,527,case17,positive,Sun_Multimodal/Train/case17_img_072.jpg,0.5125450603114678,-0.23717866303195423
224,fold_1,224,528,case17,positive,Sun_Multimodal/Train/case17_img_073.jpg,0.4740155618490125,-0.30144935342858814
225,fold_1,225,529,case17,positive,Sun_Multimodal/Train/case17_img_074.jpg,0.4207166539764453,-0.3262758467566137
226,fold_1,226,530,case17,positive,Sun_Multimodal/Train/case17_img_075.jpg,0.42692863478347065,-0.2456251974639022
227,fold_1,227,531,case17,positive,Sun_Multimodal/Train/case17_img_076.jpg,0.6369228203394515,-0.4580301973276536
228,fold_1,228,608,case19,positive,Sun_Multimodal/Train/case19_img_001.jpg,0.2629348350160594,-0.12032151948129777
229,fold_1,229,609,case19,positive,Sun_Multimodal/Train/case19_img_002.jpg,0.24585091152813887,-0.10074511529324393
230,fold_1,230,610,case19,positive,Sun_Multimodal/Train/case19_img_003.jpg,0.11414189297953392,-0.13470813110687574
231,fold_1,231,611,case19,positive,Sun_Multimodal/Train/case19_img_004.jpg,0.20287844969236257,-0.045265550352855954
232,fold_1,232,612,case19,positive,Sun_Multimodal/Train/case19_img_005.jpg,0.17050279756333353,-0.04703496399174778
